benchmark,target_id,target_name,forget_items,retain_items,evaluation_items,unspecified_items,probe_types
RWKU,Paul Simon 314,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 315,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 316,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 317,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 318,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 319,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 320,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 321,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 322,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 323,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 324,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 325,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 326,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 327,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 328,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 329,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 330,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 331,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 332,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 333,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 334,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 335,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 336,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 337,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 338,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 339,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 340,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 341,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 342,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 343,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 344,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 345,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 346,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 347,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 348,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 349,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 350,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 351,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 352,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 353,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 354,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 355,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 356,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 357,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 358,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 359,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 360,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 361,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 362,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 363,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 364,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 365,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 366,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 367,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 368,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 369,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 370,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 371,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 372,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 373,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 374,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 375,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 376,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 377,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 378,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 379,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 380,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 381,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 382,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 383,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 384,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 385,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 386,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 387,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 388,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 389,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 390,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 391,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 392,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 393,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 394,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 395,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 396,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 397,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 398,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 399,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 400,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 401,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 402,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 403,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 404,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 405,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 406,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 407,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 408,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 409,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 410,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 411,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 412,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 413,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 414,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 415,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 416,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 417,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 418,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 419,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 420,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 421,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 422,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 423,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 424,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 425,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 426,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 427,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 428,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 429,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 430,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 431,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 432,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 433,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 434,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 435,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 436,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 437,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 438,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 439,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 440,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 441,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 442,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 443,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 444,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 445,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 446,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 447,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 448,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 449,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 450,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 451,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 452,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 453,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 454,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 455,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 456,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 457,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 458,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 459,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 460,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 461,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 462,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 463,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 464,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 465,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 466,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 467,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 468,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 469,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 470,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 471,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 472,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 473,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 474,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 475,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 476,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 477,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 478,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 479,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 480,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 481,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 482,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 483,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 484,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 485,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 486,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 487,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 488,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 489,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 490,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 491,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 492,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 493,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 494,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 495,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 496,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 497,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 498,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 499,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 500,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 501,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 502,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 503,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 504,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 505,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 506,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 507,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 508,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 509,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 510,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 511,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 512,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 513,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 514,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 515,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 516,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 517,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 518,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 519,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 520,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 521,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 522,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 523,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 524,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 525,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 526,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 527,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 528,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 529,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 530,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 531,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 532,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 533,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 534,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 535,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 536,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 537,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 538,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 539,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 540,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 541,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 542,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 543,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 544,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 545,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 546,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 547,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 548,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 549,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 550,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 551,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 552,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 553,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 554,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 555,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 556,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 557,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 558,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 559,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 560,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 561,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
RWKU,Paul Simon 562,Paul Simon,0,0,0,6,negative|negative_phi|pair|pair_phi|positive|positive_phi
